game_id,season,week,gameday,game_type,away_team,home_team,away_score,home_score,winner,spread_line,away_moneyline,home_moneyline
2025_17_PHI_BUF,2025,17,2025-12-28,REG,PHI,BUF,13.0,12.0,PHI,3.0,142.0,-170.0
2025_17_CHI_SF,2025,17,2025-12-28,REG,CHI,SF,38.0,42.0,SF,3.5,170.0,-205.0
2025_17_LA_ATL,2025,17,2025-12-29,REG,LA,ATL,24.0,27.0,ATL,-7.5,-380.0,300.0
2025_18_CAR_TB,2025,18,2026-01-03,REG,CAR,TB,14.0,16.0,TB,3.0,130.0,-155.0
2025_18_SEA_SF,2025,18,2026-01-03,REG,SEA,SF,13.0,3.0,SEA,-2.5,-148.0,124.0
2025_18_NO_ATL,2025,18,2026-01-04,REG,NO,ATL,17.0,19.0,ATL,4.5,170.0,-205.0
2025_18_CLE_CIN,2025,18,2026-01-04,REG,CLE,CIN,20.0,18.0,CLE,9.5,350.0,-455.0
2025_18_IND_HOU,2025,18,2026-01-04,REG,IND,HOU,30.0,38.0,HOU,9.5,400.0,-535.0
2025_18_TEN_JAX,2025,18,2026-01-04,REG,TEN,JAX,7.0,41.0,JAX,12.5,525.0,-750.0
2025_18_GB_MIN,2025,18,2026-01-04,REG,GB,MIN,3.0,16.0,MIN,12.5,470.0,-650.0
2025_18_DAL_NYG,2025,18,2026-01-04,REG,DAL,NYG,17.0,34.0,NYG,-3.0,-166.0,140.0
2025_18_NYJ_BUF,2025,18,2026-01-04,REG,NYJ,BUF,8.0,35.0,BUF,12.5,550.0,-800.0
2025_18_DET_CHI,2025,18,2026-01-04,REG,DET,CHI,19.0,16.0,DET,3.5,150.0,-180.0
2025_18_LAC_DEN,2025,18,2026-01-04,REG,LAC,DEN,3.0,19.0,DEN,14.5,900.0,-1600.0
2025_18_ARI_LA,2025,18,2026-01-04,REG,ARI,LA,20.0,37.0,LA,14.5,800.0,-1350.0
2025_18_KC_LV,2025,18,2026-01-04,REG,KC,LV,12.0,14.0,LV,-3.5,-225.0,185.0
2025_18_MIA_NE,2025,18,2026-01-04,REG,MIA,NE,10.0,38.0,NE,14.0,650.0,-1000.0
2025_18_WAS_PHI,2025,18,2026-01-04,REG,WAS,PHI,24.0,17.0,WAS,3.0,150.0,-180.0
2025_18_BAL_PIT,2025,18,2026-01-04,REG,BAL,PIT,24.0,26.0,PIT,-4.5,-225.0,185.0
2025_19_LA_CAR,2025,19,2026-01-10,WC,LA,CAR,34.0,31.0,LA,-10.0,-550.0,410.0
2025_19_GB_CHI,2025,19,2026-01-10,WC,GB,CHI,27.0,31.0,CHI,-2.5,-135.0,114.0
2025_19_BUF_JAX,2025,19,2026-01-11,WC,BUF,JAX,27.0,24.0,BUF,1.5,102.0,-122.0
2025_19_SF_PHI,2025,19,2026-01-11,WC,SF,PHI,23.0,19.0,SF,6.0,215.0,-265.0
2025_19_LAC_NE,2025,19,2026-01-11,WC,LAC,NE,3.0,16.0,NE,3.5,164.0,-198.0
2025_19_HOU_PIT,2025,19,2026-01-12,WC,HOU,PIT,30.0,6.0,HOU,-3.0,-155.0,130.0
2025_20_BUF_DEN,2025,20,2026-01-17,DIV,BUF,DEN,30.0,33.0,DEN,1.5,100.0,-120.0
2025_20_SF_SEA,2025,20,2026-01-17,DIV,SF,SEA,6.0,41.0,SEA,6.5,245.0,-305.0
2025_20_HOU_NE,2025,20,2026-01-18,DIV,HOU,NE,16.0,28.0,NE,3.0,150.0,-180.0
2025_20_LA_CHI,2025,20,2026-01-18,DIV,LA,CHI,20.0,17.0,LA,-3.5,-205.0,170.0
2025_21_NE_DEN,2025,21,2026-01-25,CON,NE,DEN,10.0,7.0,NE,-3.5,-205.0,170.0
2025_21_LA_SEA,2025,21,2026-01-25,CON,LA,SEA,27.0,31.0,SEA,2.5,120.0,-142.0
2025_22_SEA_NE,2025,22,2026-02-08,SB,SEA,NE,29.0,13.0,SEA,-4.5,-238.0,195.0
